,player_id,weight,current_team,college,draft_team,draft_round,draft_position,draft_year,position_cleaned,year,game_location,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points,height_inches
33996,8220,260.0,Seattle Seahawks,Miami (FL),New Orleans Saints,3.0,95.0,2010.0,TE,2017,A,11284.375,0,0,0,0.0,0,0,0,0,0,0,0,48,28,229,5,0,0,0,0,0.0,0.0,80.9,0,80.9,79.0
33997,8220,260.0,Seattle Seahawks,Miami (FL),New Orleans Saints,3.0,95.0,2010.0,TE,2017,H,11288.3,0,0,0,0.0,0,0,0,0,0,0,0,32,21,218,3,0,0,0,0,0.0,0.0,60.8,0,60.8,79.0
34183,16027,243.0,None,Oregon,None,0.0,0.0,0.0,TE,2017,A,8396.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
34184,16027,243.0,None,Oregon,None,0.0,0.0,0.0,TE,2017,H,8389.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
34234,10971,246.0,Dallas Cowboys,Oklahoma St.,None,0.0,0.0,0.0,TE,2017,A,8519.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
34328,16456,246.0,Cleveland Browns,Miami (FL),Cleveland Browns,1.0,29.0,2017.0,TE,2017,A,7771.45,0,0,0,0.0,0,0,0,0,0,0,0,23,12,89,2,0,0,0,0,0.0,0.0,32.9,0,32.9,76.0
34329,16456,246.0,Cleveland Browns,Miami (FL),Cleveland Browns,1.0,29.0,2017.0,TE,2017,H,7767.25,0,0,0,0.0,0,0,0,0,1,1,0,20,12,169,1,0,0,0,0,0.0,0.1,34.9,0,35.0,76.0
34518,13203,255.0,None,Bemidji St.,None,0.0,0.0,0.0,TE,2015,A,9393.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.0,0.0,1.4,0,1.4,77.0
34519,13203,255.0,None,Bemidji St.,None,0.0,0.0,0.0,TE,2015,H,9400.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
34748,3706,252.0,San Francisco 49ers,Michigan St.,None,0.0,0.0,0.0,TE,2015,A,10002.35,0,0,0,0.0,0,0,0,0,0,0,0,14,10,100,1,0,0,0,0,0.0,0.0,26.0,0,26.0,77.0
34749,3706,252.0,San Francisco 49ers,Michigan St.,None,0.0,0.0,0.0,TE,2015,H,10006.916666666666,0,0,0,0.0,0,0,0,0,0,0,0,14,9,86,2,0,0,0,0,0.0,0.0,29.6,0,29.6,77.0
34750,3706,252.0,San Francisco 49ers,Michigan St.,None,0.0,0.0,0.0,TE,2016,A,10392.25,0,0,0,0.0,0,0,0,0,0,0,0,22,12,117,2,0,0,0,0,0.0,0.0,35.7,0,35.7,77.0
34751,3706,252.0,San Francisco 49ers,Michigan St.,None,0.0,0.0,0.0,TE,2016,H,10384.25,0,0,0,0.0,0,0,0,0,0,0,0,28,17,233,1,0,0,0,0,0.0,0.0,46.3,0,46.3,77.0
34752,3706,252.0,San Francisco 49ers,Michigan St.,None,0.0,0.0,0.0,TE,2017,A,10724.25,0,0,0,0.0,0,0,0,0,0,0,0,6,4,49,0,0,0,0,0,0.0,0.0,8.9,0,8.9,77.0
34753,3706,252.0,San Francisco 49ers,Michigan St.,None,0.0,0.0,0.0,TE,2017,H,10737.75,0,0,0,0.0,0,0,0,0,0,0,0,15,9,99,2,0,0,0,0,0.0,0.0,30.9,0,30.9,77.0
35308,18799,270.0,Detroit Lions,Toledo,Detroit Lions,4.0,127.0,2017.0,TE,2017,A,8564.95,0,0,0,0.0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0.0,0.0,2.5,0,2.5,76.0
35309,18799,270.0,Detroit Lions,Toledo,Detroit Lions,4.0,127.0,2017.0,TE,2017,H,8564.75,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
35518,5562,245.0,Cleveland Browns,Princeton,Cleveland Browns,4.0,138.0,2016.0,TE,2016,A,8683.55,0,0,0,0.0,0,0,0,0,0,0,0,3,3,43,2,13,0,0,0,0.0,0.0,19.3,0,19.3,76.0
35519,5562,245.0,Cleveland Browns,Princeton,Cleveland Browns,4.0,138.0,2016.0,TE,2016,H,8691.607142857143,0,0,0,0.0,0,0,0,0,0,0,0,9,7,84,0,0,0,0,0,0.0,0.0,15.4,0,15.4,76.0
35520,5562,245.0,Cleveland Browns,Princeton,Cleveland Browns,4.0,138.0,2016.0,TE,2017,A,9029.2,0,0,0,0.0,0,0,0,0,0,0,0,20,12,202,1,0,0,0,0,0.0,0.0,38.2,0,38.2,76.0
35521,5562,245.0,Cleveland Browns,Princeton,Cleveland Browns,4.0,138.0,2016.0,TE,2017,H,9025.0,0,0,0,0.0,0,0,0,0,0,0,0,23,12,100,0,0,0,0,0,0.0,0.0,22.0,0,22.0,76.0
35679,18328,240.0,None,Washington,None,0.0,0.0,0.0,TE,2015,A,11092.5,0,0,0,0.0,0,0,0,0,8,26,0,9,7,93,0,14,0,0,0,0.0,2.6000000000000005,16.3,0,18.9,75.0
35680,18328,240.0,None,Washington,None,0.0,0.0,0.0,TE,2015,H,11093.375,0,0,0,0.0,0,0,0,0,2,10,0,28,23,176,3,18,0,0,0,0.0,1.0,58.6,0,59.60000000000001,75.0
35681,18328,240.0,None,Washington,None,0.0,0.0,0.0,TE,2016,A,11512.083333333336,0,0,0,0.0,0,0,0,0,1,0,0,5,5,74,0,0,0,0,0,0.0,0.0,12.4,0,12.4,75.0
35682,18328,240.0,None,Washington,None,0.0,0.0,0.0,TE,2016,H,11508.416666666664,0,0,0,0.0,0,0,0,0,2,0,0,2,2,14,0,0,0,0,0,0.0,0.0,3.4,0,3.4,75.0
35760,8550,257.0,Pittsburgh Steelers,USC,None,0.0,0.0,0.0,TE,2016,A,8844.25,0,0,0,0.0,0,0,0,0,0,0,0,4,2,21,0,0,0,0,0,0.0,0.0,4.1,0,4.1,76.0
35761,8550,257.0,Pittsburgh Steelers,USC,None,0.0,0.0,0.0,TE,2016,H,8830.0,0,0,0,0.0,0,0,0,0,0,0,0,17,9,97,2,0,0,0,0,0.0,0.0,30.7,0,30.7,76.0
35762,8550,257.0,Pittsburgh Steelers,USC,None,0.0,0.0,0.0,TE,2017,A,9168.65,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
35763,8550,257.0,Pittsburgh Steelers,USC,None,0.0,0.0,0.0,TE,2017,H,9183.45,0,0,0,0.0,0,0,0,0,0,0,0,2,2,13,1,0,0,0,0,0.0,0.0,9.3,0,9.3,76.0
35845,2121,245.0,None,None,None,0.0,0.0,0.0,TE,2016,A,8285.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
35846,2121,245.0,None,None,None,0.0,0.0,0.0,TE,2016,H,8281.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
36005,13142,258.0,New York Jets,Clemson,New York Jets,5.0,150.0,2017.0,TE,2017,A,8285.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
36570,2175,268.0,Baltimore Ravens,Delaware,Baltimore Ravens,5.0,171.0,2015.0,TE,2015,A,8281.357142857143,0,0,0,0.0,0,0,0,0,0,0,0,13,9,57,0,10,0,0,0,0.0,0.0,14.7,0,14.7,76.0
36571,2175,268.0,Baltimore Ravens,Delaware,Baltimore Ravens,5.0,171.0,2015.0,TE,2015,H,8282.0,0,0,0,0.0,0,0,0,0,0,0,0,10,9,96,0,0,0,0,0,0.0,0.0,18.6,0,18.6,76.0
36572,2175,268.0,Baltimore Ravens,Delaware,Baltimore Ravens,5.0,171.0,2015.0,TE,2016,A,8710.75,0,0,0,0.0,0,0,0,0,0,0,0,4,4,20,0,0,0,0,0,0.0,0.0,6.0,0,6.0,76.0
36573,2175,268.0,Baltimore Ravens,Delaware,Baltimore Ravens,5.0,171.0,2015.0,TE,2016,H,8694.083333333334,0,0,0,0.0,0,0,0,0,0,0,0,2,2,24,0,0,0,0,0,0.0,0.0,4.4,0,4.4,76.0
36574,2175,268.0,Baltimore Ravens,Delaware,Baltimore Ravens,5.0,171.0,2015.0,TE,2017,A,9001.8,0,0,0,0.0,0,0,0,0,0,0,0,10,7,51,0,0,0,0,0,0.0,0.0,12.099999999999998,0,12.099999999999998,76.0
36575,2175,268.0,Baltimore Ravens,Delaware,Baltimore Ravens,5.0,171.0,2015.0,TE,2017,H,9008.4,0,0,0,0.0,0,0,0,0,0,0,0,14,13,98,0,0,0,0,0,0.0,0.0,22.8,0,22.8,76.0
36578,8906,236.0,None,La-Monroe,None,0.0,0.0,0.0,TE,2015,H,8575.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
36579,8906,236.0,None,La-Monroe,None,0.0,0.0,0.0,TE,2016,A,8933.0,0,0,0,0.0,0,0,0,0,0,0,0,4,2,13,0,0,0,0,0,0.0,0.0,3.3,0,3.3,75.0
36580,8906,236.0,None,La-Monroe,None,0.0,0.0,0.0,TE,2016,H,8894.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
36780,6520,249.0,Philadelphia Eagles,Stanford,Philadelphia Eagles,2.0,35.0,2013.0,TE,2015,A,9120.214285714286,0,0,0,0.0,0,0,0,0,0,0,0,40,28,355,1,9,0,0,0,0.0,0.0,69.5,0,69.5,77.0
36781,6520,249.0,Philadelphia Eagles,Stanford,Philadelphia Eagles,2.0,35.0,2013.0,TE,2015,H,9135.28125,0,0,0,0.0,0,0,0,0,0,0,0,72,47,498,1,0,0,0,0,0.0,0.0,102.8,0,102.8,77.0
36782,6520,249.0,Philadelphia Eagles,Stanford,Philadelphia Eagles,2.0,35.0,2013.0,TE,2016,A,9496.92857142857,0,0,0,0.0,0,0,0,0,0,0,0,52,37,369,2,8,0,0,0,0.0,0.0,85.9,0,85.9,77.0
36783,6520,249.0,Philadelphia Eagles,Stanford,Philadelphia Eagles,2.0,35.0,2013.0,TE,2016,H,9506.42857142857,0,0,0,0.0,0,0,0,0,0,0,0,54,41,447,2,0,0,0,0,0.0,0.0,97.7,0,97.7,77.0
36784,6520,249.0,Philadelphia Eagles,Stanford,Philadelphia Eagles,2.0,35.0,2013.0,TE,2017,A,9826.55,0,0,0,0.0,0,0,0,0,0,0,0,36,22,297,2,0,0,0,0,0.0,0.0,63.7,0,63.7,77.0
36785,6520,249.0,Philadelphia Eagles,Stanford,Philadelphia Eagles,2.0,35.0,2013.0,TE,2017,H,9842.75,0,0,0,0.0,0,0,0,0,0,0,0,45,33,342,5,0,0,0,0,0.0,0.0,97.2,0,97.2,77.0
37239,22371,260.0,Atlanta Falcons,Stanford,Atlanta Falcons,4.0,133.0,2013.0,TE,2015,A,8864.0,0,0,0,0.0,0,0,0,0,0,0,0,8,4,25,0,0,0,0,0,0.0,0.0,6.5,0,6.5,80.0
37240,22371,260.0,Atlanta Falcons,Stanford,Atlanta Falcons,4.0,133.0,2013.0,TE,2015,H,8868.875,0,0,0,0.0,0,0,0,0,0,0,0,4,3,19,0,0,0,0,0,0.0,0.0,4.9,0,4.9,80.0
37241,22371,260.0,Atlanta Falcons,Stanford,Atlanta Falcons,4.0,133.0,2013.0,TE,2016,A,9223.75,0,0,0,0.0,0,0,0,0,0,0,0,10,8,151,2,0,0,0,0,0.0,0.0,35.1,0,35.1,80.0
37242,22371,260.0,Atlanta Falcons,Stanford,Atlanta Falcons,4.0,133.0,2013.0,TE,2016,H,9248.35,0,0,0,0.0,0,0,0,0,0,0,0,15,8,144,0,0,0,0,0,0.0,0.0,22.4,0,22.4,80.0
37243,22371,260.0,Atlanta Falcons,Stanford,Atlanta Falcons,4.0,133.0,2013.0,TE,2016,N,9321.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,80.0
37244,22371,260.0,Atlanta Falcons,Stanford,Atlanta Falcons,4.0,133.0,2013.0,TE,2017,A,9577.166666666666,0,0,0,0.0,0,0,0,0,0,0,0,7,5,59,1,0,0,0,0,0.0,0.0,16.9,0,16.9,80.0
37245,22371,260.0,Atlanta Falcons,Stanford,Atlanta Falcons,4.0,133.0,2013.0,TE,2017,H,9579.1,0,0,0,0.0,0,0,0,0,0,0,0,4,4,31,0,0,0,0,0,0.0,0.0,7.1,0,7.1,80.0
37647,18074,248.0,None,Penn St.,Green Bay Packers,5.0,154.0,2010.0,TE,2015,A,9913.333333333334,0,0,0,0.0,0,0,0,0,0,0,0,2,2,17,0,0,0,0,0,0.0,0.0,3.7,0,3.7,76.0
37648,18074,248.0,None,Penn St.,Green Bay Packers,5.0,154.0,2010.0,TE,2015,H,9883.25,0,0,0,0.0,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,0.0,0.0,3.4,0,3.4,76.0
37719,19983,278.0,Chicago Bears,Ashland,Chicago Bears,2.0,45.0,2017.0,TE,2017,A,8759.05,0,0,0,0.0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0,0.0,1.1,0,1.1,78.0
37720,19983,278.0,Chicago Bears,Ashland,Chicago Bears,2.0,45.0,2017.0,TE,2017,H,8758.166666666666,0,0,0,0.0,0,0,0,0,0,0,0,7,7,82,2,0,0,0,0,0.0,0.0,27.20000000000001,0,27.20000000000001,78.0
37830,8573,265.0,New England Patriots,Arizona,New England Patriots,2.0,42.0,2010.0,TE,2015,A,9690.833333333334,0,0,0,0.0,0,0,0,0,0,0,0,72,43,766,6,5,0,0,0,0.0,0.0,155.6,0,155.6,78.0
37831,8573,265.0,New England Patriots,Arizona,New England Patriots,2.0,42.0,2010.0,TE,2015,H,9674.625,0,0,0,0.0,0,0,0,0,0,0,0,71,44,637,8,0,0,0,0,0.0,0.0,155.70000000000005,0,155.70000000000005,78.0
37832,8573,265.0,New England Patriots,Arizona,New England Patriots,2.0,42.0,2010.0,TE,2016,A,10030.75,0,0,0,0.0,0,0,0,0,0,0,0,20,14,311,2,0,0,0,0,0.0,0.0,57.1,0,57.1,78.0
37833,8573,265.0,New England Patriots,Arizona,New England Patriots,2.0,42.0,2010.0,TE,2016,H,10014.25,0,0,0,0.0,0,0,0,0,0,0,0,18,11,229,1,0,0,0,0,0.0,0.0,39.9,0,39.9,78.0
37834,8573,265.0,New England Patriots,Arizona,New England Patriots,2.0,42.0,2010.0,TE,2017,A,10389.75,0,0,0,0.0,0,0,0,0,0,0,0,29,19,310,3,0,0,0,0,0.0,0.0,68.0,0,68.0,78.0
37835,8573,265.0,New England Patriots,Arizona,New England Patriots,2.0,42.0,2010.0,TE,2017,H,10379.333333333334,0,0,0,0.0,0,0,0,0,0,0,0,45,27,392,4,0,0,0,0,0.0,0.0,90.2,0,90.2,78.0
38087,8901,259.0,Dallas Cowboys,Oregon St.,None,0.0,0.0,0.0,TE,2016,A,8956.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,79.0
38088,8901,259.0,Dallas Cowboys,Oregon St.,None,0.0,0.0,0.0,TE,2016,H,8946.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,17,1,0,0,0,0,0.0,0.0,8.7,0,8.7,79.0
38513,19897,262.0,New York Jets,Washington,Tampa Bay Buccaneers,2.0,38.0,2014.0,TE,2015,A,8456.0,0,0,0,0.0,0,0,0,0,0,0,0,16,8,106,1,0,0,0,0,0.0,0.0,24.6,0,24.6,78.0
38514,19897,262.0,New York Jets,Washington,Tampa Bay Buccaneers,2.0,38.0,2014.0,TE,2015,H,8454.6875,0,0,0,0.0,0,0,0,0,0,0,0,23,13,232,3,0,0,0,0,0.0,0.0,54.2,0,54.2,78.0
38515,19897,262.0,New York Jets,Washington,Tampa Bay Buccaneers,2.0,38.0,2014.0,TE,2016,A,8795.916666666666,0,0,0,0.0,0,0,0,0,0,0,0,11,9,113,1,0,0,0,0,0.0,0.0,26.3,0,26.3,78.0
38516,19897,262.0,New York Jets,Washington,Tampa Bay Buccaneers,2.0,38.0,2014.0,TE,2016,H,8834.333333333334,0,0,0,0.0,0,0,0,0,0,0,0,9,4,41,0,0,0,0,0,0.0,0.0,8.100000000000001,0,8.100000000000001,78.0
38517,19897,262.0,New York Jets,Washington,Tampa Bay Buccaneers,2.0,38.0,2014.0,TE,2017,A,9156.583333333334,0,0,0,0.0,0,0,0,0,0,0,0,22,15,117,2,0,0,0,0,0.0,0.0,38.7,0,38.7,78.0
38518,19897,262.0,New York Jets,Washington,Tampa Bay Buccaneers,2.0,38.0,2014.0,TE,2017,H,9153.708333333334,0,0,0,0.0,0,0,0,0,0,0,0,35,26,198,1,0,0,0,0,0.0,0.0,51.8,0,51.8,78.0
38557,24763,220.0,None,Rutgers,None,0.0,0.0,0.0,TE,2015,A,9350.25,0,0,0,0.0,0,0,0,0,0,0,0,4,2,35,1,0,0,0,0,0.0,0.0,11.5,0,11.5,76.0
38558,24763,220.0,None,Rutgers,None,0.0,0.0,0.0,TE,2015,H,9335.05,0,0,0,0.0,0,0,0,0,0,0,0,12,7,42,1,0,0,0,0,0.0,0.0,17.2,0,17.2,76.0
38917,11229,270.0,None,Arkansas St.,Pittsburgh Steelers,7.0,241.0,2009.0,TE,2015,A,10305.875,0,0,0,0.0,0,0,0,0,1,2,0,1,1,4,0,0,0,0,0,0.0,0.2,1.4,0,1.6,74.0
38918,11229,270.0,None,Arkansas St.,Pittsburgh Steelers,7.0,241.0,2009.0,TE,2015,H,10295.125,0,0,0,0.0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0.0,0.2,0.0,0,0.2,74.0
38919,11229,270.0,None,Arkansas St.,Pittsburgh Steelers,7.0,241.0,2009.0,TE,2016,A,10678.05,0,0,0,0.0,0,0,0,0,0,0,0,6,4,43,0,0,0,0,0,0.0,0.0,8.3,0,8.3,74.0
38920,11229,270.0,None,Arkansas St.,Pittsburgh Steelers,7.0,241.0,2009.0,TE,2016,H,10672.805555555555,0,0,0,0.0,0,0,0,0,0,0,0,6,4,38,0,0,0,0,0,0.0,0.0,7.8,0,7.8,74.0
39172,4929,250.0,None,None,None,0.0,0.0,0.0,TE,2015,A,8959.5,0,0,0,0.0,0,0,0,0,0,0,0,8,5,33,0,0,0,0,0,0.0,0.0,8.3,0,8.3,75.0
39173,4929,250.0,None,None,None,0.0,0.0,0.0,TE,2015,H,8949.8,0,0,0,0.0,0,0,0,0,0,0,0,8,3,26,0,0,0,0,0,0.0,0.0,5.6000000000000005,0,5.6000000000000005,75.0
39401,4892,255.0,Los Angeles Chargers,Missouri,None,0.0,0.0,0.0,TE,2017,A,8858.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
39827,11098,260.0,None,Fresno St.,None,0.0,0.0,0.0,TE,2015,A,9456.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,78.0
40340,12018,255.0,Kansas City Chiefs,Cincinnati,Kansas City Chiefs,3.0,63.0,2013.0,TE,2015,A,9537.325,0,0,0,0.0,0,0,0,0,0,0,0,75,54,671,2,0,0,0,0,0.0,0.0,133.1,0,133.1,77.0
40341,12018,255.0,Kansas City Chiefs,Cincinnati,Kansas City Chiefs,3.0,63.0,2013.0,TE,2015,H,9537.96875,0,0,0,0.0,0,0,0,0,0,0,0,47,32,355,3,0,0,0,0,0.0,0.0,85.5,0,85.5,77.0
40342,12018,255.0,Kansas City Chiefs,Cincinnati,Kansas City Chiefs,3.0,63.0,2013.0,TE,2016,A,9893.9375,0,0,0,0.0,0,0,0,0,0,0,0,59,40,470,2,0,0,0,0,0.0,0.0,99.0,0,99.0,77.0
40343,12018,255.0,Kansas City Chiefs,Cincinnati,Kansas City Chiefs,3.0,63.0,2013.0,TE,2016,H,9904.472222222224,0,0,0,0.0,0,0,0,0,1,-5,0,65,50,732,2,0,0,0,0,0.0,-0.5,135.2,0,134.7,77.0
40344,12018,255.0,Kansas City Chiefs,Cincinnati,Kansas City Chiefs,3.0,63.0,2013.0,TE,2017,A,10235.916666666666,0,1,0,0.0,0,1,0,0,1,4,0,47,33,354,2,0,0,0,0,-2.0,0.4,80.4,0,78.80000000000003,77.0
40345,12018,255.0,Kansas City Chiefs,Cincinnati,Kansas City Chiefs,3.0,63.0,2013.0,TE,2017,H,10240.1,0,0,0,0.0,0,0,0,0,1,3,0,39,29,423,3,0,0,0,0,0.0,0.3,89.30000000000004,0,89.60000000000002,77.0
40366,16649,247.0,Buffalo Bills,Florida St.,Buffalo Bills,6.0,194.0,2015.0,TE,2015,A,8508.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,37,0,0,0,0,0,0.0,0.0,4.7,0,4.7,75.0
40367,16649,247.0,Buffalo Bills,Florida St.,Buffalo Bills,6.0,194.0,2015.0,TE,2015,H,8522.25,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
40368,16649,247.0,Buffalo Bills,Florida St.,Buffalo Bills,6.0,194.0,2015.0,TE,2016,A,8828.75,0,0,0,0.0,0,0,0,0,0,0,0,7,4,35,0,27,0,0,0,0.0,0.0,7.5,0,7.5,75.0
40369,16649,247.0,Buffalo Bills,Florida St.,Buffalo Bills,6.0,194.0,2015.0,TE,2016,H,8836.0,0,0,0,0.0,0,0,0,0,0,0,0,7,5,79,0,0,0,0,0,0.0,0.0,12.9,0,12.9,75.0
40370,16649,247.0,Buffalo Bills,Florida St.,Buffalo Bills,6.0,194.0,2015.0,TE,2017,A,9183.916666666666,0,0,0,0.0,0,0,0,0,0,0,0,16,12,131,0,0,0,0,0,0.0,0.0,25.1,0,25.1,75.0
40371,16649,247.0,Buffalo Bills,Florida St.,Buffalo Bills,6.0,194.0,2015.0,TE,2017,H,9174.85,0,0,0,0.0,0,0,0,0,0,0,0,10,6,123,1,0,0,0,0,0.0,0.0,24.3,0,24.3,75.0
40864,22783,262.0,Cincinnati Bengals,Auburn,Cincinnati Bengals,5.0,157.0,2015.0,TE,2015,A,8738.75,0,0,0,0.0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.0,0.0,1.4,0,1.4,77.0
40865,22783,262.0,Cincinnati Bengals,Auburn,Cincinnati Bengals,5.0,157.0,2015.0,TE,2015,H,8749.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
40866,22783,262.0,Cincinnati Bengals,Auburn,Cincinnati Bengals,5.0,157.0,2015.0,TE,2016,A,9046.666666666666,0,0,0,0.0,0,0,0,0,0,0,0,26,16,145,0,0,0,0,0,0.0,0.0,30.500000000000004,0,30.500000000000004,77.0
40867,22783,262.0,Cincinnati Bengals,Auburn,Cincinnati Bengals,5.0,157.0,2015.0,TE,2016,H,9053.5,0,0,0,0.0,0,0,0,0,0,0,0,12,9,89,1,0,0,0,0,0.0,0.0,23.9,0,23.9,77.0
40868,22783,262.0,Cincinnati Bengals,Auburn,Cincinnati Bengals,5.0,157.0,2015.0,TE,2017,A,9414.583333333334,0,0,0,0.0,0,0,0,0,0,0,0,4,2,18,0,0,0,0,0,0.0,0.0,3.8,0,3.8,77.0
40869,22783,262.0,Cincinnati Bengals,Auburn,Cincinnati Bengals,5.0,157.0,2015.0,TE,2017,H,9421.583333333334,0,0,0,0.0,0,0,0,0,0,0,0,2,1,21,0,0,0,0,0,0.0,0.0,3.1,0,3.1,77.0
41026,12106,240.0,Green Bay Packers,Wisconsin,St. Louis Rams,2.0,47.0,2011.0,TE,2015,A,10147.25,0,0,0,0.0,0,0,0,0,0,0,0,24,15,153,1,0,0,0,0,0.0,0.0,36.3,0,36.3,75.0
41027,12106,240.0,Green Bay Packers,Wisconsin,St. Louis Rams,2.0,47.0,2011.0,TE,2015,H,10144.32142857143,0,0,0,0.0,0,0,0,0,0,0,0,12,10,92,1,0,0,0,0,0.0,0.0,25.2,0,25.2,75.0
41028,12106,240.0,Green Bay Packers,Wisconsin,St. Louis Rams,2.0,47.0,2011.0,TE,2016,A,10500.75,0,0,0,0.0,0,0,0,0,0,0,0,40,20,170,2,0,0,0,0,0.0,0.0,49.0,0,49.0,75.0
41029,12106,240.0,Green Bay Packers,Wisconsin,St. Louis Rams,2.0,47.0,2011.0,TE,2016,H,10515.75,0,0,0,0.0,0,0,0,0,0,0,0,47,30,329,0,0,0,0,0,0.0,0.0,62.9,0,62.9,75.0
41030,12106,240.0,Green Bay Packers,Wisconsin,St. Louis Rams,2.0,47.0,2011.0,TE,2017,A,10857.25,0,0,0,0.0,0,0,0,0,0,0,0,3,2,33,0,0,0,0,0,0.0,0.0,5.3,0,5.3,75.0
41031,12106,240.0,Green Bay Packers,Wisconsin,St. Louis Rams,2.0,47.0,2011.0,TE,2017,H,10848.75,0,0,0,0.0,0,0,0,0,0,0,0,15,8,107,1,0,0,0,0,0.0,0.0,24.7,0,24.7,75.0
41309,9061,272.0,None,UCLA,None,0.0,0.0,0.0,TE,2015,A,9278.75,0,0,0,0.0,0,0,0,0,0,0,0,3,3,18,0,0,0,0,0,0.0,0.0,4.8,0,4.8,75.0
41310,9061,272.0,None,UCLA,None,0.0,0.0,0.0,TE,2015,H,9274.0,0,0,0,0.0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0.0,0.0,2.8,0,2.8,75.0
41311,9061,272.0,None,UCLA,None,0.0,0.0,0.0,TE,2016,A,9624.642857142857,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
41312,9061,272.0,None,UCLA,None,0.0,0.0,0.0,TE,2016,H,9623.1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
41364,23996,255.0,Indianapolis Colts,Oregon,None,0.0,0.0,0.0,TE,2015,A,10231.916666666666,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
41365,23996,255.0,Indianapolis Colts,Oregon,None,0.0,0.0,0.0,TE,2015,H,10237.583333333334,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
41366,23996,255.0,Indianapolis Colts,Oregon,None,0.0,0.0,0.0,TE,2016,A,10626.638888888889,0,0,0,0.0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0.0,0.0,3.0,0,3.0,76.0
41367,23996,255.0,Indianapolis Colts,Oregon,None,0.0,0.0,0.0,TE,2016,H,10625.527777777776,0,0,0,0.0,0,0,0,0,0,0,0,2,1,16,0,12,0,0,0,0.0,0.0,2.6,0,2.6,76.0
