,player_id,weight,current_team,college,draft_team,draft_round,draft_position,draft_year,position_cleaned,year,game_location,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points,height_inches
41368,23996,255.0,Indianapolis Colts,Oregon,None,0.0,0.0,0.0,TE,2017,A,10957.8,0,0,0,0.0,0,0,0,0,0,0,0,4,3,52,0,0,0,0,0,0.0,0.0,8.2,0,8.2,76.0
41369,23996,255.0,Indianapolis Colts,Oregon,None,0.0,0.0,0.0,TE,2017,H,10963.875,0,0,0,0.0,0,0,0,0,0,0,0,7,6,50,0,0,0,0,0,0.0,0.0,11.0,0,11.0,76.0
42346,15320,256.0,None,Virginia,Pittsburgh Steelers,1.0,30.0,2005.0,TE,2015,A,12085.275,0,0,0,0.0,0,0,0,0,1,2,0,51,39,339,1,0,0,0,0,0.0,0.2,78.9,0,79.10000000000002,77.0
42347,15320,256.0,None,Virginia,Pittsburgh Steelers,1.0,30.0,2005.0,TE,2015,H,12060.714285714286,0,0,0,0.0,0,0,0,0,0,0,0,36,24,210,1,0,0,0,0,0.0,0.0,51.00000000000001,0,51.00000000000001,77.0
44896,5535,255.0,Miami Dolphins,Arkansas,New England Patriots,6.0,202.0,2015.0,TE,2016,A,9176.041666666666,0,0,0,0.0,0,0,0,0,0,0,0,10,8,82,0,0,0,0,0,0.0,0.0,16.2,0,16.2,76.0
44897,5535,255.0,Miami Dolphins,Arkansas,New England Patriots,6.0,202.0,2015.0,TE,2016,H,9180.0,0,0,0,0.0,0,0,0,0,0,0,0,10,8,78,0,0,0,0,0,0.0,0.0,15.8,0,15.8,76.0
44898,5535,255.0,Miami Dolphins,Arkansas,New England Patriots,6.0,202.0,2015.0,TE,2017,A,9527.0,0,0,0,0.0,0,0,0,0,0,0,0,16,10,103,1,0,0,0,0,0.0,0.0,26.3,0,26.3,76.0
44899,5535,255.0,Miami Dolphins,Arkansas,New England Patriots,6.0,202.0,2015.0,TE,2017,H,9511.8,0,0,0,0.0,0,0,0,0,0,0,0,15,9,121,1,0,0,0,0,0.0,0.0,27.1,0,27.1,76.0
45081,6390,253.0,None,Tennessee,None,0.0,0.0,0.0,TE,2016,A,8710.416666666666,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,1.1,0,1.1,76.0
45082,6390,253.0,None,Tennessee,None,0.0,0.0,0.0,TE,2016,H,8707.75,0,0,0,0.0,0,0,0,0,0,0,0,3,2,10,0,0,0,0,0,0.0,0.0,3.0,0,3.0,76.0
45295,4088,260.0,Los Angeles Chargers,Miami (FL),None,0.0,0.0,0.0,TE,2015,A,8660.75,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,1.1,0,1.1,77.0
45296,4088,260.0,Los Angeles Chargers,Miami (FL),None,0.0,0.0,0.0,TE,2015,H,8667.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
45297,4088,260.0,Los Angeles Chargers,Miami (FL),None,0.0,0.0,0.0,TE,2016,A,8954.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
45298,4088,260.0,Los Angeles Chargers,Miami (FL),None,0.0,0.0,0.0,TE,2016,H,8986.666666666666,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
45396,16423,270.0,Arizona Cardinals,Notre Dame,Arizona Cardinals,2.0,52.0,2014.0,TE,2015,A,8459.527777777777,0,0,0,0.0,0,0,0,0,0,0,0,3,3,25,2,0,0,0,0,0.0,0.0,17.5,0,17.5,79.0
45397,16423,270.0,Arizona Cardinals,Notre Dame,Arizona Cardinals,2.0,52.0,2014.0,TE,2015,H,8459.944444444445,0,0,0,0.0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0.0,0.0,1.8,0,1.8,79.0
45398,16423,270.0,Arizona Cardinals,Notre Dame,Arizona Cardinals,2.0,52.0,2014.0,TE,2016,A,8773.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,1.0,79.0
45399,16423,270.0,Arizona Cardinals,Notre Dame,Arizona Cardinals,2.0,52.0,2014.0,TE,2016,H,8762.875,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,79.0
45400,16423,270.0,Arizona Cardinals,Notre Dame,Arizona Cardinals,2.0,52.0,2014.0,TE,2017,A,9157.0,0,0,0,0.0,0,0,0,0,0,0,0,7,2,32,0,0,0,0,0,0.0,0.0,5.2,0,5.2,79.0
45401,16423,270.0,Arizona Cardinals,Notre Dame,Arizona Cardinals,2.0,52.0,2014.0,TE,2017,H,9164.85,0,0,0,0.0,0,0,0,0,0,0,0,7,5,52,1,1,0,0,0,0.0,0.0,16.2,0,16.2,79.0
45669,8489,261.0,Arizona Cardinals,Oklahoma,Cincinnati Bengals,1.0,21.0,2010.0,TE,2015,A,10014.527777777776,0,0,0,0.0,0,0,0,0,0,0,0,14,7,72,1,0,0,0,0,0.0,0.0,20.2,0,20.2,77.0
45670,8489,261.0,Arizona Cardinals,Oklahoma,Cincinnati Bengals,1.0,21.0,2010.0,TE,2015,H,10012.0,0,0,0,0.0,0,0,0,0,0,0,0,18,11,151,0,0,0,0,0,0.0,0.0,26.1,0,26.1,77.0
45671,8489,261.0,Arizona Cardinals,Oklahoma,Cincinnati Bengals,1.0,21.0,2010.0,TE,2016,A,10381.75,0,0,0,0.0,0,0,0,0,0,0,0,32,18,189,2,0,0,0,0,0.0,0.0,48.9,0,48.9,77.0
45672,8489,261.0,Arizona Cardinals,Oklahoma,Cincinnati Bengals,1.0,21.0,2010.0,TE,2016,H,10357.875,0,0,0,0.0,0,0,0,0,0,0,0,29,19,202,0,0,0,0,0,0.0,0.0,39.2,0,39.2,77.0
45673,8489,261.0,Arizona Cardinals,Oklahoma,Cincinnati Bengals,1.0,21.0,2010.0,TE,2017,A,10717.45,0,0,0,0.0,0,0,0,0,0,0,0,13,9,82,1,0,0,0,0,0.0,0.0,23.2,0,23.2,77.0
45674,8489,261.0,Arizona Cardinals,Oklahoma,Cincinnati Bengals,1.0,21.0,2010.0,TE,2017,H,10719.85,0,0,0,0.0,0,0,0,0,0,0,0,24,16,168,1,0,0,0,0,0.0,0.0,38.8,0,38.8,77.0
45756,17368,250.0,None,Maine,None,0.0,0.0,0.0,TE,2015,A,9096.875,0,0,0,0.0,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,0.0,0.0,3.1,0,3.1,76.0
45757,17368,250.0,None,Maine,None,0.0,0.0,0.0,TE,2015,H,9082.75,0,0,0,0.0,0,0,0,0,0,0,0,11,9,91,1,0,0,0,0,0.0,0.0,24.1,0,24.1,76.0
45758,17368,250.0,None,Maine,None,0.0,0.0,0.0,TE,2016,A,9418.583333333334,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
45759,17368,250.0,None,Maine,None,0.0,0.0,0.0,TE,2016,H,9415.65,0,0,0,0.0,0,0,0,0,0,0,0,4,4,35,0,0,0,0,0,0.0,0.0,7.5,0,7.5,76.0
45889,8953,252.0,Dallas Cowboys,Oklahoma,Dallas Cowboys,6.0,186.0,2012.0,TE,2015,A,9625.642857142857,0,0,0,0.0,0,0,0,0,0,0,0,7,4,34,0,0,0,0,0,0.0,0.0,7.4,0,7.4,76.0
45890,8953,252.0,Dallas Cowboys,Oklahoma,Dallas Cowboys,6.0,186.0,2012.0,TE,2015,H,9614.92857142857,0,0,0,0.0,0,0,0,0,0,0,0,7,5,45,0,0,0,0,0,0.0,0.0,9.5,0,9.5,76.0
45891,8953,252.0,Dallas Cowboys,Oklahoma,Dallas Cowboys,6.0,186.0,2012.0,TE,2017,A,10320.2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
45892,8953,252.0,Dallas Cowboys,Oklahoma,Dallas Cowboys,6.0,186.0,2012.0,TE,2017,H,10326.5,0,0,0,0.0,0,0,0,0,0,0,0,5,1,28,1,0,0,0,0,0.0,0.0,9.8,0,9.8,76.0
45943,8522,216.0,Houston Texans,Connecticut,Houston Texans,6.0,201.0,2013.0,TE,2015,A,9464.0,0,0,0,0.0,0,0,0,0,0,0,0,14,9,108,1,0,0,0,0,0.0,0.0,25.8,0,25.8,78.0
45944,8522,216.0,Houston Texans,Connecticut,Houston Texans,6.0,201.0,2013.0,TE,2015,H,9454.25,0,0,0,0.0,0,0,0,0,0,0,0,28,14,172,1,0,0,0,0,0.0,0.0,37.2,0,37.2,78.0
45945,8522,216.0,Houston Texans,Connecticut,Houston Texans,6.0,201.0,2013.0,TE,2016,A,9810.194444444445,0,0,0,0.0,0,0,0,0,0,0,0,45,26,180,2,0,0,0,0,0.0,0.0,56.0,0,56.0,78.0
45946,8522,216.0,Houston Texans,Connecticut,Houston Texans,6.0,201.0,2013.0,TE,2016,H,9797.055555555555,0,0,0,0.0,0,0,0,0,0,0,0,36,27,291,0,0,0,0,0,0.0,0.0,56.1,0,56.1,78.0
45947,8522,216.0,Houston Texans,Connecticut,Houston Texans,6.0,201.0,2013.0,TE,2017,A,10135.25,0,0,0,0.0,0,0,0,0,0,0,0,8,6,71,1,0,0,0,0,0.0,0.0,19.1,0,19.1,78.0
45948,8522,216.0,Houston Texans,Connecticut,Houston Texans,6.0,201.0,2013.0,TE,2017,H,10131.75,0,0,0,0.0,0,0,0,0,0,0,0,18,7,87,0,0,0,0,0,0.0,0.0,15.7,0,15.7,78.0
45966,20342,262.0,Chicago Bears,Michigan St.,Miami Dolphins,4.0,106.0,2013.0,TE,2015,A,9026.57142857143,0,0,0,0.0,0,0,0,0,0,0,0,12,9,64,1,0,0,0,0,0.0,0.0,21.4,0,21.4,77.0
45967,20342,262.0,Chicago Bears,Michigan St.,Miami Dolphins,4.0,106.0,2013.0,TE,2015,H,9057.166666666666,0,0,0,0.0,0,0,0,0,0,0,0,13,9,63,0,0,0,0,0,0.0,0.0,15.3,0,15.3,77.0
45968,20342,262.0,Chicago Bears,Michigan St.,Miami Dolphins,4.0,106.0,2013.0,TE,2016,A,9399.694444444445,0,0,0,0.0,0,0,0,0,0,0,0,24,19,164,2,0,0,0,0,0.0,0.0,47.4,0,47.4,77.0
45969,20342,262.0,Chicago Bears,Michigan St.,Miami Dolphins,4.0,106.0,2013.0,TE,2016,H,9396.75,0,0,0,0.0,0,0,0,0,0,0,0,16,12,126,2,0,0,0,0,0.0,0.0,36.6,0,36.6,77.0
45970,20342,262.0,Chicago Bears,Michigan St.,Miami Dolphins,4.0,106.0,2013.0,TE,2017,A,9737.7,0,0,0,0.0,0,0,0,0,0,0,0,12,7,62,1,0,0,0,0,0.0,0.0,19.2,0,19.2,77.0
45971,20342,262.0,Chicago Bears,Michigan St.,Miami Dolphins,4.0,106.0,2013.0,TE,2017,H,9721.75,0,0,0,0.0,0,0,0,0,0,0,0,7,3,48,0,0,0,0,0,0.0,0.0,7.8,0,7.8,77.0
46203,4828,235.0,None,Memphis,None,0.0,0.0,0.0,TE,2016,A,8603.916666666666,0,0,0,0.0,0,0,0,0,0,0,0,6,5,28,1,0,0,0,0,0.0,0.0,13.8,0,13.8,73.0
46204,4828,235.0,None,Memphis,None,0.0,0.0,0.0,TE,2016,H,8592.75,0,0,0,0.0,0,0,0,0,0,0,0,4,1,10,0,0,0,0,0,0.0,0.0,2.0,0,2.0,73.0
46205,4828,235.0,None,Memphis,None,0.0,0.0,0.0,TE,2017,A,8911.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0.0,0.0,1.5,0,1.5,73.0
46206,4828,235.0,None,Memphis,None,0.0,0.0,0.0,TE,2017,H,8911.0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0.0,0.0,1.6,0,1.6,73.0
46778,9741,255.0,Denver Broncos,Ohio St.,Denver Broncos,3.0,92.0,2015.0,TE,2016,A,8754.42857142857,0,0,0,0.0,0,0,0,0,0,0,0,8,5,80,0,0,0,0,0,0.0,0.0,13.0,0,13.0,77.0
46779,9741,255.0,Denver Broncos,Ohio St.,Denver Broncos,3.0,92.0,2015.0,TE,2016,H,8758.45,0,0,0,0.0,0,0,0,0,0,0,0,9,4,61,0,0,0,0,0,0.0,0.0,10.1,0,10.1,77.0
46780,9741,255.0,Denver Broncos,Ohio St.,Denver Broncos,3.0,92.0,2015.0,TE,2017,A,9096.5,0,0,0,0.0,0,0,0,0,0,0,0,3,1,11,0,0,0,0,0,0.0,0.0,2.1,0,2.1,77.0
46781,9741,255.0,Denver Broncos,Ohio St.,Denver Broncos,3.0,92.0,2015.0,TE,2017,H,9081.4,0,0,0,0.0,0,0,0,0,0,0,0,11,5,63,1,0,0,0,0,0.0,0.0,17.3,0,17.3,77.0
47936,12368,247.0,San Francisco 49ers,Iowa,San Francisco 49ers,5.0,146.0,2017.0,TE,2017,A,8764.85,0,0,0,0.0,0,0,0,0,0,0,0,26,17,199,1,0,0,0,0,0.0,0.0,42.90000000000001,0,42.90000000000001,76.0
47937,12368,247.0,San Francisco 49ers,Iowa,San Francisco 49ers,5.0,146.0,2017.0,TE,2017,H,8774.1,0,0,0,0.0,0,0,0,0,0,0,0,18,11,92,0,0,0,0,0,0.0,0.0,20.2,0,20.2,76.0
48076,3705,261.0,Philadelphia Eagles,Cincinnati,Philadelphia Eagles,5.0,162.0,2007.0,TE,2015,A,11239.0,0,0,0,0.0,0,0,0,0,0,0,0,13,9,91,2,0,0,0,0,0.0,0.0,30.1,0,30.1,76.0
48077,3705,261.0,Philadelphia Eagles,Cincinnati,Philadelphia Eagles,5.0,162.0,2007.0,TE,2015,H,11250.625,0,0,0,0.0,0,0,0,0,0,0,0,22,18,307,1,0,0,0,0,0.0,0.0,54.7,0,54.7,76.0
48078,3705,261.0,Philadelphia Eagles,Cincinnati,Philadelphia Eagles,5.0,162.0,2007.0,TE,2016,A,11606.25,0,0,0,0.0,0,0,0,0,0,0,0,3,2,24,0,0,0,0,0,0.0,0.0,4.4,0,4.4,76.0
48079,3705,261.0,Philadelphia Eagles,Cincinnati,Philadelphia Eagles,5.0,162.0,2007.0,TE,2016,H,11615.5,0,0,0,0.0,0,0,0,0,0,0,0,16,12,131,0,0,0,0,0,0.0,0.0,25.1,0,25.1,76.0
48080,3705,261.0,Philadelphia Eagles,Cincinnati,Philadelphia Eagles,5.0,162.0,2007.0,TE,2017,A,11942.0,0,0,0,0.0,0,0,0,0,0,0,0,5,2,39,0,8,0,0,0,0.0,0.0,5.9,0,5.9,76.0
48081,3705,261.0,Philadelphia Eagles,Cincinnati,Philadelphia Eagles,5.0,162.0,2007.0,TE,2017,H,11960.5,0,0,0,0.0,0,0,0,0,0,0,0,10,6,61,0,0,0,0,0,0.0,0.0,12.1,0,12.1,76.0
48157,23881,257.0,None,None,None,0.0,0.0,0.0,TE,2016,A,8333.166666666666,0,0,0,0.0,0,0,0,0,0,0,0,3,2,18,0,0,0,0,0,0.0,0.0,3.8,0,3.8,78.0
48158,23881,257.0,None,None,None,0.0,0.0,0.0,TE,2016,H,8356.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,78.0
48327,3557,241.0,Cincinnati Bengals,Nebraska,None,0.0,0.0,0.0,TE,2017,A,8815.333333333334,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
48328,3557,241.0,Cincinnati Bengals,Nebraska,None,0.0,0.0,0.0,TE,2017,H,8802.6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
48468,5801,269.0,None,Grambling St.,None,0.0,0.0,0.0,TE,2015,A,9839.0625,0,0,0,0.0,0,0,0,0,0,0,0,17,12,110,0,0,0,0,0,0.0,0.0,23.0,0,23.0,77.0
48469,5801,269.0,None,Grambling St.,None,0.0,0.0,0.0,TE,2015,H,9834.5,0,0,0,0.0,0,0,0,0,0,0,0,24,17,113,2,0,0,0,0,0.0,0.0,40.3,0,40.3,77.0
48470,5801,269.0,None,Grambling St.,None,0.0,0.0,0.0,TE,2016,A,10246.03125,0,0,0,0.0,0,0,0,0,0,0,0,6,2,23,1,0,0,0,0,0.0,0.0,10.3,0,10.3,77.0
48471,5801,269.0,None,Grambling St.,None,0.0,0.0,0.0,TE,2016,H,10228.464285714286,0,0,0,0.0,0,0,0,0,0,0,0,16,13,69,0,0,0,0,0,0.0,0.0,19.9,0,19.9,77.0
48613,21622,250.0,Dallas Cowboys,Texas,Dallas Cowboys,7.0,246.0,2015.0,TE,2015,A,8088.5,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,1.0,76.0
48614,21622,250.0,Dallas Cowboys,Texas,Dallas Cowboys,7.0,246.0,2015.0,TE,2015,H,8102.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
48615,21622,250.0,Dallas Cowboys,Texas,Dallas Cowboys,7.0,246.0,2015.0,TE,2016,A,8432.15,0,0,0,0.0,0,0,0,0,0,0,0,4,4,40,0,0,0,0,0,0.0,0.0,8.0,0,8.0,76.0
48616,21622,250.0,Dallas Cowboys,Texas,Dallas Cowboys,7.0,246.0,2015.0,TE,2016,H,8418.6875,0,0,0,0.0,0,0,0,0,0,0,0,4,2,29,0,0,0,0,0,0.0,0.0,4.9,0,4.9,76.0
48617,21622,250.0,Dallas Cowboys,Texas,Dallas Cowboys,7.0,246.0,2015.0,TE,2017,A,8788.25,0,0,0,0.0,0,0,0,0,0,0,0,2,2,25,0,0,0,0,0,0.0,0.0,4.5,0,4.5,76.0
48618,21622,250.0,Dallas Cowboys,Texas,Dallas Cowboys,7.0,246.0,2015.0,TE,2017,H,8807.107142857143,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
48704,5325,250.0,Washington Redskins,Maryland,San Francisco 49ers,1.0,6.0,2006.0,TE,2015,A,11601.75,0,0,0,0.0,0,0,0,0,0,0,0,30,20,184,0,0,0,0,0,0.0,0.0,38.40000000000001,0,38.40000000000001,75.0
48705,5325,250.0,Washington Redskins,Maryland,San Francisco 49ers,1.0,6.0,2006.0,TE,2015,H,11626.05,0,0,0,0.0,0,0,0,0,0,0,0,28,18,211,0,0,0,0,0,0.0,0.0,39.1,0,39.1,75.0
48706,5325,250.0,Washington Redskins,Maryland,San Francisco 49ers,1.0,6.0,2006.0,TE,2015,N,11695.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,75.0
48707,5325,250.0,Washington Redskins,Maryland,San Francisco 49ers,1.0,6.0,2006.0,TE,2016,A,11972.75,0,0,0,0.0,0,0,0,0,0,0,0,32,26,316,0,0,0,0,0,0.0,0.0,57.6,0,57.6,75.0
48708,5325,250.0,Washington Redskins,Maryland,San Francisco 49ers,1.0,6.0,2006.0,TE,2016,H,11963.0,0,0,0,0.0,0,0,0,0,0,0,0,27,18,267,2,0,0,0,0,0.0,0.0,56.7,0,56.7,75.0
48709,5325,250.0,Washington Redskins,Maryland,San Francisco 49ers,1.0,6.0,2006.0,TE,2017,A,12314.85,0,0,0,0.0,0,0,0,0,0,0,0,23,16,308,0,0,0,0,0,0.0,0.0,46.8,0,46.8,75.0
48710,5325,250.0,Washington Redskins,Maryland,San Francisco 49ers,1.0,6.0,2006.0,TE,2017,H,12314.416666666664,0,0,0,0.0,0,0,0,0,0,0,0,26,17,219,1,0,0,0,0,0.0,0.0,44.9,0,44.9,75.0
48711,17381,227.0,None,Washington,None,0.0,0.0,0.0,TE,2016,A,8515.5,0,0,0,0.0,0,0,0,0,0,0,0,4,2,34,1,0,0,0,0,0.0,0.0,11.4,0,11.4,76.0
48712,17381,227.0,None,Washington,None,0.0,0.0,0.0,TE,2016,H,8542.583333333334,0,0,0,0.0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0.0,0.0,1.8,0,1.8,76.0
48713,17381,227.0,None,Washington,None,0.0,0.0,0.0,TE,2016,N,8584.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
49502,16121,250.0,None,Iowa,Oakland Raiders,6.0,202.0,2009.0,TE,2015,A,11009.666666666664,0,0,0,0.0,0,0,0,0,0,0,0,8,6,50,0,0,0,0,0,0.0,0.0,11.0,0,11.0,76.0
49503,16121,250.0,None,Iowa,Oakland Raiders,6.0,202.0,2009.0,TE,2015,H,11000.1,0,0,0,0.0,0,0,0,0,0,0,0,9,6,77,0,0,0,0,0,0.0,0.0,13.7,0,13.7,76.0
49504,16121,250.0,None,Iowa,Oakland Raiders,6.0,202.0,2009.0,TE,2016,A,11384.0,0,0,0,0.0,0,0,0,0,0,0,0,9,4,37,1,0,0,0,0,0.0,0.0,13.7,0,13.7,76.0
49505,16121,250.0,None,Iowa,Oakland Raiders,6.0,202.0,2009.0,TE,2016,H,11389.75,0,0,0,0.0,0,0,0,0,0,0,0,5,3,22,0,0,0,0,0,0.0,0.0,5.199999999999998,0,5.199999999999998,76.0
50028,5945,253.0,None,Stanford,Arizona Cardinals,7.0,233.0,2010.0,TE,2015,A,10534.25,0,0,0,0.0,0,0,0,0,0,0,0,13,6,61,0,0,0,0,0,0.0,0.0,12.1,0,12.1,77.0
50029,5945,253.0,None,Stanford,Arizona Cardinals,7.0,233.0,2010.0,TE,2015,H,10541.78125,0,0,0,0.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
50030,5945,253.0,None,Stanford,Arizona Cardinals,7.0,233.0,2010.0,TE,2016,A,10888.916666666666,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
50031,5945,253.0,None,Stanford,Arizona Cardinals,7.0,233.0,2010.0,TE,2016,H,10890.333333333334,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
50032,5945,253.0,None,Stanford,Arizona Cardinals,7.0,233.0,2010.0,TE,2017,A,11217.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
50340,7902,260.0,Baltimore Ravens,Colorado St.,Baltimore Ravens,3.0,99.0,2014.0,TE,2015,A,8743.0,0,0,0,0.0,0,0,0,0,0,0,0,28,19,221,2,0,0,0,0,0.0,0.0,53.10000000000001,0,53.10000000000001,78.0
50341,7902,260.0,Baltimore Ravens,Colorado St.,Baltimore Ravens,3.0,99.0,2014.0,TE,2015,H,8750.8125,0,0,0,0.0,0,0,0,0,0,0,0,19,14,191,2,0,0,0,0,0.0,0.0,45.1,0,45.1,78.0
50342,7902,260.0,Baltimore Ravens,Colorado St.,Baltimore Ravens,3.0,99.0,2014.0,TE,2016,A,9090.5,0,0,0,0.0,0,0,0,0,0,0,0,4,1,22,0,0,0,0,0,0.0,0.0,3.2,0,3.2,78.0
50343,7902,260.0,Baltimore Ravens,Colorado St.,Baltimore Ravens,3.0,99.0,2014.0,TE,2016,H,9082.333333333334,0,0,0,0.0,0,0,0,0,0,0,0,10,7,49,1,0,0,0,0,0.0,0.0,17.9,0,17.9,78.0
50815,20195,242.0,None,Penn St.,Minnesota Vikings,7.0,214.0,2010.0,TE,2015,H,10587.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
51613,373,265.0,None,Texas Tech,New York Jets,2.0,49.0,2014.0,TE,2016,A,8892.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,77.0
51614,373,265.0,None,Texas Tech,New York Jets,2.0,49.0,2014.0,TE,2016,H,8857.0,0,0,0,0.0,0,0,0,0,0,0,0,4,3,59,0,0,0,0,0,0.0,0.0,8.9,0,8.9,77.0
52499,20508,258.0,None,Stanford,Tampa Bay Buccaneers,3.0,71.0,2005.0,TE,2015,A,12275.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,76.0
52500,20508,258.0,None,Stanford,Tampa Bay Buccaneers,3.0,71.0,2005.0,TE,2015,H,12275.75,0,0,0,0.0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0.0,0.0,2.6,0,2.6,76.0
53674,490,230.0,Houston Texans,California,None,0.0,0.0,0.0,TE,2016,A,8700.75,0,0,0,0.0,0,0,0,0,0,0,0,4,2,21,1,0,0,0,0,0.0,0.0,10.1,0,10.1,74.0
53675,490,230.0,Houston Texans,California,None,0.0,0.0,0.0,TE,2016,H,8690.464285714286,0,0,0,0.0,0,0,0,0,0,0,0,12,9,72,0,0,0,0,0,0.0,0.0,16.2,0,16.2,74.0
53676,490,230.0,Houston Texans,California,None,0.0,0.0,0.0,TE,2017,A,9040.0,0,0,0,0.0,0,0,0,0,0,0,0,8,4,55,0,0,0,0,0,0.0,0.0,9.5,0,9.5,74.0
53677,490,230.0,Houston Texans,California,None,0.0,0.0,0.0,TE,2017,H,9024.0,0,0,0,0.0,0,0,0,0,0,0,0,20,13,188,0,0,0,0,0,0.0,0.0,31.8,0,31.8,74.0
54550,10298,251.0,Tampa Bay Buccaneers,Alabama,Tampa Bay Buccaneers,1.0,19.0,2017.0,TE,2017,A,8379.583333333334,0,0,0,0.0,0,0,0,0,0,0,0,20,15,235,3,0,0,0,0,0.0,0.0,56.5,0,56.5,78.0
54551,10298,251.0,Tampa Bay Buccaneers,Alabama,Tampa Bay Buccaneers,1.0,19.0,2017.0,TE,2017,H,8363.5,0,0,0,0.0,0,0,0,0,0,0,0,10,5,96,1,0,0,0,0,0.0,0.0,20.6,0,20.6,78.0
54609,8385,237.0,None,La-Lafayette,San Diego Chargers,4.0,110.0,2012.0,TE,2015,A,9298.416666666666,0,0,0,0.0,0,0,0,0,0,0,0,25,14,164,1,0,0,0,0,0.0,0.0,36.4,0,36.4,78.0
54610,8385,237.0,None,La-Lafayette,San Diego Chargers,4.0,110.0,2012.0,TE,2015,H,9287.392857142857,0,0,0,0.0,0,0,0,0,0,0,0,38,23,265,3,0,0,0,0,0.0,0.0,67.5,0,67.5,78.0
54611,8385,237.0,None,La-Lafayette,San Diego Chargers,4.0,110.0,2012.0,TE,2016,A,9684.75,0,0,0,0.0,0,0,0,0,0,0,0,19,9,164,0,0,0,0,0,0.0,0.0,25.4,0,25.4,78.0
54612,8385,237.0,None,La-Lafayette,San Diego Chargers,4.0,110.0,2012.0,TE,2016,H,9675.0,0,0,0,0.0,0,0,0,0,0,0,0,15,9,140,1,0,0,0,0,0.0,0.0,29.0,0,29.0,78.0
54711,24544,257.0,Dallas Cowboys,Tennessee,Dallas Cowboys,3.0,69.0,2003.0,TE,2015,A,12243.75,0,0,0,0.0,0,0,0,0,0,0,0,50,35,353,0,0,0,0,0,0.0,0.0,70.3,0,70.3,77.0
