,player_id,weight,draft_round,draft_position,draft_year,game_location,position_cleaned,height_inches,year,player_age,passing_attempts,passing_completions,passing_yards,passing_rating,passing_touchdowns,passing_interceptions,passing_sacks,passing_sacks_yards_lost,rushing_attempts,rushing_yards,rushing_touchdowns,receiving_targets,receiving_receptions,receiving_yards,receiving_touchdowns,kick_return_yards,kick_return_touchdowns,punt_return_yards,punt_return_touchdowns,total_passing_fantasy_points,total_rushing_fantasy_points,total_receiving_fantasy_points,total_other_fantasy_points,total_combined_fantasy_points
1834,17995,220,3,90,2016,H,RB,73,2017,8520.75,0,0,0,0.0,0,0,0,0,0,0,0,6,3,22,0,0,0,0,0,0.0,0.0,5.2,0,5.2
1837,10753,221,6,216,2016,A,RB,72,2017,8697.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1842,21992,200,0,0,0,A,WR,75,2017,9925.15,0,0,0,0.0,0,0,0,0,1,11,0,47,31,431,2,0,0,0,0,0.0,1.1,86.1,0,87.2
1843,21992,200,0,0,0,H,WR,75,2017,9911.25,0,0,0,0.0,0,0,0,0,0,0,0,60,39,574,1,0,0,0,0,0.0,0.0,102.4,0,102.4
1847,20223,215,7,250,2015,A,QB,75,2017,9435.0,79,132,813,70.75,3,6,12,47,9,55,0,0,0,0,0,0,0,0,0,26.52,5.5,0.0,0,32.02
1848,20223,215,7,250,2015,H,QB,75,2017,9405.25,84,136,1005,94.2,8,4,14,119,16,43,1,0,0,0,0,0,0,0,0,66.2,10.3,0.0,0,76.5
1853,18959,257,3,98,2014,A,TE,76,2017,9404.25,0,0,0,0.0,0,0,0,0,0,0,0,9,5,71,0,0,0,0,0,0.0,0.0,12.1,0,12.1
1854,18959,257,3,98,2014,H,TE,76,2017,9395.75,0,0,0,0.0,0,0,0,0,0,0,0,3,2,8,0,0,0,0,0,0.0,0.0,2.8,0,2.8
1863,7687,260,0,0,0,A,TE,76,2017,13639.916669999999,0,0,0,0.0,0,0,0,0,0,0,0,13,8,84,0,0,0,0,0,0.0,0.0,16.4,0,16.4
1864,7687,260,0,0,0,H,TE,76,2017,13629.05,0,0,0,0.0,0,0,0,0,0,0,0,17,8,63,1,0,0,0,0,0.0,0.0,20.3,0,20.3
1874,24497,232,1,1,2015,A,QB,76,2017,8684.5,72,107,840,82.475,5,4,5,30,4,12,0,0,0,0,0,0,0,0,0,50.6,1.2,0.0,0,51.8
1875,24497,232,1,1,2015,H,QB,76,2017,8673.25,87,152,1080,85.1,5,2,8,50,11,39,0,0,0,0,0,0,0,0,0,61.2,3.9,0.0,0,65.1
1881,16815,254,1,31,2007,A,TE,78,2017,11909.5,0,0,0,0.0,0,0,0,0,0,0,0,8,3,28,0,0,0,0,0,0.0,0.0,5.8,0,5.8
1882,16815,254,1,31,2007,H,TE,78,2017,11878.0,0,0,0,0.0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0.0,0.0,2.0,0,2.0
1887,7164,221,2,44,2008,A,RB,73,2017,11613.08333,0,0,0,0.0,0,0,0,0,22,110,0,13,11,99,0,0,0,0,0,0.0,11.0,20.9,0,31.9
1888,7164,221,2,44,2008,H,RB,73,2017,11642.35,0,0,0,0.0,0,0,0,0,45,157,2,20,18,123,0,0,0,0,0,0.0,27.7,30.3,0,58.0
1892,4237,233,0,0,0,A,RB,72,2017,9862.333333,0,0,0,0.0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0.0,0.0,1.9,0,1.9
1893,4237,233,0,0,0,H,RB,72,2017,9864.2,0,0,0,0.0,0,0,0,0,2,8,0,3,1,11,0,0,0,0,0,0.0,0.8,2.1,0,2.9
1898,22162,195,5,154,2013,A,RB,68,2017,9861.25,0,0,0,0.0,0,0,0,0,24,175,2,21,14,86,2,34,0,0,0,0.0,29.5,34.6,0,64.1
1899,22162,195,5,154,2013,H,RB,68,2017,9853.8,0,0,0,0.0,0,0,0,0,40,119,0,33,25,424,2,131,0,0,0,0.0,11.9,79.4,0,91.3
1903,317,206,3,76,2013,A,WR,74,2017,9308.916667,0,0,0,0.0,0,0,0,0,1,6,0,57,33,428,2,0,0,0,0,0.0,0.6,87.8,0,88.4
1904,317,206,3,76,2013,H,WR,74,2017,9298.05,0,0,0,0.0,0,0,0,0,1,3,0,50,34,499,2,0,0,0,0,0.0,0.3,95.9,0,96.2
1913,21799,195,2,60,2010,A,WR,71,2017,10669.45,0,0,0,0.0,0,0,0,0,1,2,0,29,24,295,1,0,0,0,0,0.0,0.2,59.5,0,59.7
1914,21799,195,2,60,2010,H,WR,71,2017,10669.25,0,0,0,0.0,0,0,0,0,4,20,0,54,39,403,2,0,0,23,0,0.0,2.0,91.3,0,93.3
1919,19223,265,2,43,2011,A,TE,77,2017,10211.25,0,0,0,0.0,0,0,0,0,0,0,0,33,25,217,4,0,0,0,0,0.0,0.0,70.7,0,70.7
1920,19223,265,2,43,2011,H,TE,77,2017,10197.29167,0,0,0,0.0,0,0,0,0,0,0,0,32,21,212,1,0,0,0,0,0.0,0.0,48.2,0,48.2
1927,22098,197,6,206,2016,A,WR,73,2017,8478.25,0,0,0,0.0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0.0,0.0,2.2,0,2.2
1928,22098,197,6,206,2016,H,WR,73,2017,8502.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1931,23329,221,7,236,2016,A,RB,73,2017,8572.25,0,0,0,0.0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1.0
1932,23329,221,7,236,2016,H,RB,73,2017,8577.083333,0,0,0,0.0,0,0,0,0,12,34,0,2,2,14,0,31,0,0,0,0.0,3.4,3.4,0,6.8
1935,14803,247,0,0,0,A,TE,77,2017,10923.05,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1936,14803,247,0,0,0,H,TE,77,2017,10904.05,0,0,0,0.0,0,0,0,0,0,0,0,2,2,20,0,0,0,0,0,0.0,0.0,4.0,0,4.0
1942,382,183,0,0,0,A,WR,71,2017,11683.125,0,0,0,0.0,0,0,0,0,0,0,0,26,23,219,1,0,0,71,0,0.0,0.0,50.9,0,50.9
1943,382,183,0,0,0,H,WR,71,2017,11668.125,0,0,0,0.0,0,0,0,0,0,0,0,33,21,236,1,16,0,90,0,0.0,0.0,50.6,0,50.6
1944,9824,219,5,156,2017,A,RB,73,2017,8045.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1945,9824,219,5,156,2017,H,RB,73,2017,7996.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1952,7598,210,6,205,2008,A,WR,72,2017,11383.75,0,0,0,0.0,0,0,0,0,0,0,0,40,22,228,0,0,0,0,0,0.0,0.0,44.8,0,44.8
1953,7598,210,6,205,2008,H,WR,72,2017,11373.41667,0,0,0,0.0,0,0,0,0,0,0,0,27,18,272,0,0,0,0,0,0.0,0.0,45.2,0,45.2
1962,18781,192,3,88,2010,A,WR,71,2017,10874.91667,0,0,0,0.0,0,0,0,0,0,0,0,3,1,12,0,296,0,88,0,0.0,0.0,2.2,0,2.2
1963,18781,192,3,88,2010,H,WR,71,2017,10876.85,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,305,0,34,0,0.0,0.0,0.0,0,0.0
1968,2201,236,1,1,2010,A,QB,76,2017,10927.25,5,11,36,53.6,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,-2.56,0.0,0.0,0,-2.56
1969,2201,236,1,1,2010,H,QB,76,2017,10899.25,27,32,346,143.0,3,0,1,5,2,-3,0,0,0,0,0,0,0,0,0,30.84,-0.3,0.0,0,30.54
1977,22374,243,0,0,0,A,RB,69,2017,11641.0,0,0,0,0.0,0,0,0,0,18,55,0,7,7,33,0,0,0,0,0,0.0,5.5,10.3,0,15.8
1978,22374,243,0,0,0,H,RB,69,2017,11647.35,0,0,0,0.0,0,0,0,0,32,124,1,6,5,28,0,0,0,0,0,0.0,18.4,7.8,0,26.2
1981,2676,215,0,0,0,A,RB,71,2017,9525.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
1982,2676,215,0,0,0,H,RB,71,2017,9507.0,0,0,0,0.0,0,0,0,0,8,29,0,1,1,11,0,0,0,0,0,0.0,2.9,2.1,0,5.0
1989,12046,228,0,0,0,A,RB,72,2017,9140.125,0,0,0,0.0,0,0,0,0,40,135,2,3,2,14,0,16,0,0,0,0.0,25.5,3.4,0,28.9
1990,12046,228,0,0,0,H,RB,72,2017,9145.5,0,0,0,0.0,0,0,0,0,22,59,1,4,2,4,0,0,0,0,0,0.0,11.9,2.4,0,14.3
1991,5374,205,7,252,2017,A,RB,69,2017,8691.95,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0.0,0.0,0.0,0,0.0
1992,5374,205,7,252,2017,H,RB,69,2017,8687.75,0,0,0,0.0,0,0,0,0,4,9,0,5,4,29,0,197,0,0,0,0.0,0.9,6.9,0,7.8
1997,8119,183,3,78,2013,A,WR,69,2017,9819.5,0,0,0,0.0,0,0,0,0,1,6,0,27,11,186,0,0,0,0,0,0.0,0.6,29.6,0,30.2
1998,8119,183,3,78,2013,H,WR,69,2017,9833.041667,0,0,0,0.0,0,0,0,0,1,18,0,35,16,392,1,0,0,0,0,0.0,1.8,61.2,0,63.0
2005,8220,260,3,95,2010,A,TE,79,2017,11284.375,0,0,0,0.0,0,0,0,0,0,0,0,48,28,229,5,0,0,0,0,0.0,0.0,80.9,0,80.9
2006,8220,260,3,95,2010,H,TE,79,2017,11288.3,0,0,0,0.0,0,0,0,0,0,0,0,32,21,218,3,0,0,0,0,0.0,0.0,60.8,0,60.8
2007,4185,179,4,119,2017,A,RB,66,2017,8118.7,1,1,21,31.66,1,0,0,0,33,60,1,21,16,107,0,184,0,53,0,6.84,12.0,26.7,0,45.54
2008,4185,179,4,119,2017,H,RB,66,2017,8117.833333,0,0,0,0.0,0,0,0,0,33,202,1,28,19,165,1,229,0,102,0,0.0,26.2,41.5,0,67.7
2013,11662,198,5,166,2012,A,WR,74,2017,10081.95,0,0,0,0.0,0,0,0,0,0,0,0,42,20,357,5,0,0,0,0,0.0,0.0,85.7,0,85.7
2014,11662,198,5,166,2012,H,WR,74,2017,10081.75,0,0,0,0.0,0,0,0,0,0,0,0,38,24,374,3,0,0,0,0,0.0,0.0,79.4,0,79.4
2020,7342,206,4,103,2014,A,RB,68,2017,9342.45,0,0,0,0.0,0,0,0,0,68,302,2,16,13,90,0,0,0,0,0,0.0,42.2,22.0,0,64.2
2021,7342,206,4,103,2014,H,RB,68,2017,9341.75,0,0,0,0.0,0,0,0,0,48,213,3,8,6,47,0,0,0,0,0,0.0,39.3,10.7,0,50.0
2024,22095,212,2,47,2016,A,WR,75,2017,8993.333333,0,0,0,0.0,0,0,0,0,0,0,0,56,41,472,2,0,0,0,0,0.0,0.0,100.2,0,100.2
2025,22095,212,2,47,2016,H,WR,75,2017,9000.4,0,0,0,0.0,0,0,0,0,0,0,0,46,29,333,0,0,0,0,0,0.0,0.0,62.3,0,62.3
2026,16027,243,0,0,0,A,TE,76,2017,8396.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2027,16027,243,0,0,0,H,TE,76,2017,8389.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2029,10971,246,0,0,0,A,TE,77,2017,8519.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2032,13318,196,0,0,0,A,WR,72,2017,8722.25,0,0,0,0.0,0,0,0,0,0,0,0,20,12,134,1,0,0,0,0,0.0,0.0,31.4,0,31.4
2033,13318,196,0,0,0,H,WR,72,2017,8728.55,0,0,0,0.0,0,0,0,0,0,0,0,17,8,113,1,0,0,0,0,0.0,0.0,25.3,0,25.3
2034,16456,246,1,29,2017,A,TE,76,2017,7771.45,0,0,0,0.0,0,0,0,0,0,0,0,23,12,89,2,0,0,0,0,0.0,0.0,32.9,0,32.9
2035,16456,246,1,29,2017,H,TE,76,2017,7767.25,0,0,0,0.0,0,0,0,0,1,1,0,20,12,169,1,0,0,0,0,0.0,0.1,34.9,0,35.0
2040,16093,225,6,181,2013,A,RB,75,2017,10141.15,0,0,0,0.0,0,0,0,0,71,228,2,4,3,20,0,0,0,0,0,0.0,34.8,5.0,0,39.8
2041,16093,225,6,181,2013,H,RB,75,2017,10127.25,0,0,0,0.0,0,0,0,0,59,268,3,5,4,19,0,0,0,0,0,0.0,44.8,5.9,0,50.7
2046,22362,195,6,183,2011,A,RB,69,2017,10101.35,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0.0
2047,22362,195,6,183,2011,H,RB,69,2017,10094.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2052,11707,202,4,125,2011,A,RB,71,2017,10665.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,0,0.0
2053,11707,202,4,125,2011,H,RB,71,2017,10664.5,0,0,0,0.0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0.0,0.0,2.1,0,2.1
2064,16062,200,4,124,2009,H,WR,74,2017,11149.5,0,0,0,0.0,0,0,0,0,0,0,0,6,4,62,1,0,0,0,0,0.0,0.0,16.2,0,16.2
2069,3706,252,0,0,0,A,TE,77,2017,10724.25,0,0,0,0.0,0,0,0,0,0,0,0,6,4,49,0,0,0,0,0,0.0,0.0,8.9,0,8.9
2070,3706,252,0,0,0,H,TE,77,2017,10737.75,0,0,0,0.0,0,0,0,0,0,0,0,15,9,99,2,0,0,0,0,0.0,0.0,30.9,0,30.9
2074,18621,175,2,45,2014,A,WR,72,2017,9318.083333,0,0,0,0.0,0,0,0,0,0,0,0,30,16,298,2,0,0,0,0,0.0,0.0,57.8,0,57.8
2075,18621,175,2,45,2014,H,WR,72,2017,9322.05,0,0,0,0.0,0,0,0,0,0,0,0,26,19,286,3,0,0,0,0,0.0,0.0,65.6,0,65.6
2078,4520,208,4,117,2016,A,WR,71,2017,8261.1,0,0,0,0.0,0,0,0,0,0,0,0,3,2,13,0,390,1,84,0,0.0,0.0,3.3,6,9.3
2079,4520,208,4,117,2016,H,WR,71,2017,8258.666667,0,0,0,0.0,0,0,0,0,0,0,0,9,5,43,0,323,0,121,0,0.0,0.0,9.3,0,9.3
2086,14311,212,2,42,2014,A,WR,75,2017,9226.75,0,0,0,0.0,0,0,0,0,0,0,0,16,13,101,1,0,0,0,0,0.0,0.0,29.1,0,29.1
2087,14311,212,2,42,2014,H,WR,75,2017,9220.85,0,0,0,0.0,0,0,0,0,0,0,0,17,11,167,0,0,0,0,0,0.0,0.0,27.7,0,27.7
2093,23533,182,0,0,0,A,WR,68,2017,11796.33333,0,0,0,0.0,0,0,0,0,0,0,0,1,1,5,0,18,0,0,0,0.0,0.0,1.5,0,1.5
2094,23533,182,0,0,0,H,WR,68,2017,11789.8,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0.0,0.0,0.0,0,0.0
2095,18799,270,4,127,2017,A,TE,76,2017,8564.95,0,0,0,0.0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0.0,0.0,2.5,0,2.5
2096,18799,270,4,127,2017,H,TE,76,2017,8564.75,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2101,18951,223,1,24,2005,A,QB,74,2017,12358.58333,54,83,582,92.03333333,5,1,7,74,6,40,0,0,0,0,0,0,0,0,0,44.28,4.0,0.0,0,48.28
2102,18951,223,1,24,2005,H,QB,74,2017,12360.75,74,110,803,79.275,8,2,12,68,12,43,0,0,0,0,0,0,0,0,0,64.12,4.3,0.0,0,68.42
2103,14819,214,6,188,2017,A,RB,70,2017,8529.75,0,0,0,0.0,0,0,0,0,28,78,0,12,7,53,0,0,0,0,0,0.0,7.8,12.3,0,20.1
2104,14819,214,6,188,2017,H,RB,70,2017,8543.25,0,0,0,0.0,0,0,0,0,46,202,1,4,4,60,0,67,0,10,0,0.0,26.2,10.0,0,36.2
2109,4130,191,2,64,2011,A,WR,70,2017,9922.75,0,0,0,0.0,0,0,0,0,5,18,0,25,20,227,1,0,0,0,0,0.0,1.8,48.7,0,50.5
2110,4130,191,2,64,2011,H,WR,70,2017,9918.15,0,0,0,0.0,0,0,0,0,2,1,0,32,23,236,1,0,0,0,0,0.0,0.1,52.6,0,52.7
2116,10756,178,2,49,2008,A,WR,70,2017,11289.5,0,0,0,0.0,0,0,0,0,1,8,0,39,24,308,3,0,0,0,0,0.0,0.8,72.8,0,73.6
2117,10756,178,2,49,2008,H,WR,70,2017,11273.5,0,0,0,0.0,0,0,0,0,0,0,0,40,19,284,0,0,0,0,0,0.0,0.0,47.4,0,47.4
2120,5562,245,4,138,2016,A,TE,76,2017,9029.2,0,0,0,0.0,0,0,0,0,0,0,0,20,12,202,1,0,0,0,0,0.0,0.0,38.2,0,38.2
2121,5562,245,4,138,2016,H,TE,76,2017,9025.0,0,0,0,0.0,0,0,0,0,0,0,0,23,12,100,0,0,0,0,0,0.0,0.0,22.0,0,22.0
2128,14100,201,0,0,0,A,RB,69,2017,8685.25,0,0,0,0.0,0,0,0,0,5,14,0,6,5,24,0,29,0,0,0,0.0,1.4,7.4,0,8.8
2129,14100,201,0,0,0,H,RB,69,2017,8683.75,0,0,0,0.0,0,0,0,0,4,18,0,2,1,12,0,38,0,0,0,0.0,1.8,2.2,0,4.0
2132,8550,257,0,0,0,A,TE,76,2017,9168.65,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2133,8550,257,0,0,0,H,TE,76,2017,9183.45,0,0,0,0.0,0,0,0,0,0,0,0,2,2,13,1,0,0,0,0,0.0,0.0,9.3,0,9.3
2140,13142,258,5,150,2017,A,TE,77,2017,8285.5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0
2145,9856,233,2,55,2014,A,RB,73,2017,9116.75,0,0,0,0.0,0,0,0,0,17,46,0,2,2,16,0,0,0,0,0,0.0,4.6,3.6,0,8.2
2146,9856,233,2,55,2014,H,RB,73,2017,9111.3125,0,0,0,0.0,0,0,0,0,20,70,0,2,2,0,0,0,0,0,0,0.0,7.0,2.0,0,9.0
2152,13269,195,5,149,2011,A,RB,68,2017,9884.7,0,0,0,0.0,0,0,0,0,46,234,2,7,7,49,1,143,1,0,0,0.0,35.4,17.9,6,59.3
2153,13269,195,5,149,2011,H,RB,68,2017,9878.0,0,0,0,0.0,0,0,0,0,51,264,1,9,8,38,0,261,0,0,0,0.0,32.4,11.8,0,44.2
2154,16198,153,0,0,0,A,WR,67,2017,8684.75,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,54,0,-2,0,0.0,0.0,0.0,0,0.0
2155,16198,153,0,0,0,H,WR,67,2017,8698.75,0,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,0,52,0,7,0,0.0,0.0,0.9,0,0.9
2162,2175,268,5,171,2015,A,TE,76,2017,9001.8,0,0,0,0.0,0,0,0,0,0,0,0,10,7,51,0,0,0,0,0,0.0,0.0,12.1,0,12.1
2163,2175,268,5,171,2015,H,TE,76,2017,9008.4,0,0,0,0.0,0,0,0,0,0,0,0,14,13,98,0,0,0,0,0,0.0,0.0,22.8,0,22.8
2164,22534,222,1,2,2017,A,QB,74,2017,8475.416667,39,81,424,59.73333333,1,3,8,50,11,97,0,0,0,0,0,0,0,0,0,8.96,9.7,0.0,0,18.66
2165,22534,222,1,2,2017,H,QB,74,2017,8472.75,55,97,711,86.75,3,1,11,61,14,78,0,0,0,0,0,0,0,0,0,33.44,7.8,0.0,0,41.24
2174,6520,249,2,35,2013,A,TE,77,2017,9826.55,0,0,0,0.0,0,0,0,0,0,0,0,36,22,297,2,0,0,0,0,0.0,0.0,63.7,0,63.7
2175,6520,249,2,35,2013,H,TE,77,2017,9842.75,0,0,0,0.0,0,0,0,0,0,0,0,45,33,342,5,0,0,0,0,0.0,0.0,97.2,0,97.2
2180,60,212,2,53,2014,A,WR,73,2017,9068.0,0,0,0,0.0,0,0,0,0,0,0,0,48,30,391,6,0,0,0,0,0.0,0.0,105.1,0,105.1
2181,60,212,2,53,2014,H,WR,73,2017,9059.5,0,0,0,0.0,0,0,0,0,0,0,0,43,25,311,1,0,0,0,0,0.0,0.0,62.1,0,62.1
2186,24195,184,0,0,0,H,WR,70,2017,9808.5,0,0,0,0.0,0,0,0,0,0,0,0,4,3,30,0,0,0,0,0,0.0,0.0,6.0,0,6.0
2191,11706,188,6,189,2014,A,WR,72,2017,9222.45,0,0,0,0.0,0,0,0,0,0,0,0,21,12,150,0,0,0,0,0,0.0,0.0,27.0,0,27.0
2192,11706,188,6,189,2014,H,WR,72,2017,9222.25,0,0,0,0.0,0,0,0,0,0,0,0,22,12,197,0,35,0,17,0,0.0,0.0,31.7,0,31.7
2197,8657,226,1,10,2015,A,RB,73,2017,8477.35,0,0,0,0.0,0,0,0,0,105,446,5,23,18,198,2,0,0,0,0,0.0,74.6,49.8,0,124.4
2198,8657,226,1,10,2015,H,RB,73,2017,8474.916667,0,0,0,0.0,0,0,0,0,99,419,3,36,24,281,1,0,0,0,0,0.0,59.9,58.1,0,118.0
2203,756,174,1,8,2013,A,WR,69,2017,9714.1,0,0,0,0.0,0,0,0,0,17,96,0,2,1,7,0,0,0,20,0,0.0,9.6,1.7,0,11.3
2204,756,174,1,8,2013,H,WR,69,2017,9711.666667,0,0,0,0.0,0,0,0,0,24,92,1,14,9,35,0,13,0,33,0,0.0,15.2,12.5,0,27.7
2211,13388,230,0,0,0,A,RB,73,2017,10059.41667,0,0,0,0.0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0,0.9
2212,13388,230,0,0,0,H,RB,73,2017,10051.25,0,0,0,0.0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0.0,0.6,0.0,0,0.6
2218,17382,210,5,149,2016,A,RB,70,2017,8367.95,0,0,0,0.0,0,0,0,0,25,51,0,7,5,23,0,0,0,0,0,0.0,5.1,7.3,0,12.4
2219,17382,210,5,149,2016,H,RB,70,2017,8365.5,0,0,0,0.0,0,0,0,0,7,10,0,2,2,12,0,0,0,0,0,0.0,1.0,3.2,0,4.2
2224,19556,228,4,135,2014,A,QB,76,2017,10069.25,40,73,473,56.45,1,4,5,42,2,0,0,0,0,0,0,0,0,0,0,11.92,0.0,0.0,0,11.92
2225,19556,228,4,135,2014,H,QB,76,2017,10035.5,48,89,511,57.575,3,1,10,73,1,3,0,0,0,0,0,0,0,0,0,26.44,0.3,0.0,0,26.74
2231,22371,260,4,133,2013,A,TE,80,2017,9577.166667,0,0,0,0.0,0,0,0,0,0,0,0,7,5,59,1,0,0,0,0,0.0,0.0,16.9,0,16.9
2232,22371,260,4,133,2013,H,TE,80,2017,9579.1,0,0,0,0.0,0,0,0,0,0,0,0,4,4,31,0,0,0,0,0,0.0,0.0,7.1,0,7.1
2238,17208,216,1,29,2013,A,WR,74,2017,9701.5,0,0,0,0.0,0,0,0,0,4,12,0,13,11,49,0,242,0,0,0,0.0,1.2,15.9,0,17.1
2239,17208,216,1,29,2013,H,WR,74,2017,9716.166667,0,0,0,0.0,0,0,0,0,6,112,2,14,10,137,0,164,0,0,0,0.0,23.2,23.7,0,46.9
2242,19983,278,2,45,2017,A,TE,78,2017,8759.05,0,0,0,0.0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0.0,0.0,1.1,0,1.1
2243,19983,278,2,45,2017,H,TE,78,2017,8758.166667,0,0,0,0.0,0,0,0,0,0,0,0,7,7,82,2,0,0,0,0,0.0,0.0,27.2,0,27.2
2256,8573,265,2,42,2010,A,TE,78,2017,10389.75,0,0,0,0.0,0,0,0,0,0,0,0,29,19,310,3,0,0,0,0,0.0,0.0,68.0,0,68.0
2257,8573,265,2,42,2010,H,TE,78,2017,10379.33333,0,0,0,0.0,0,0,0,0,0,0,0,45,27,392,4,0,0,0,0,0.0,0.0,90.2,0,90.2
2262,1894,223,6,181,2014,A,RB,74,2017,9695.833333,0,0,0,0.0,0,0,0,0,17,46,0,2,2,11,0,0,0,0,0,0.0,4.6,3.1,0,7.7
2263,1894,223,6,181,2014,H,RB,74,2017,9667.5,0,0,0,0.0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0.0,1.2,0.0,0,1.2
2264,12374,233,2,52,2017,A,QB,76,2017,7960.5,76,146,924,59.3,3,7,7,38,28,166,3,0,0,0,0,0,0,0,0,33.96,34.6,0.0,0,68.56
2265,12374,233,2,52,2017,H,QB,76,2017,7955.25,90,167,899,53.83333333,2,7,17,114,26,96,2,0,0,0,0,0,0,0,0,16.96,21.6,0.0,0,38.56
2270,6977,232,1,18,2008,A,QB,78,2017,11960.0,119,180,1001,72.5,5,6,13,95,7,2,0,0,0,0,0,0,0,0,0,45.04,0.2,0.0,0,45.24
2271,6977,232,1,18,2008,H,QB,78,2017,11962.4,110,171,874,78.22,4,5,10,67,9,52,0,0,0,0,0,0,0,0,0,38.96,5.2,0.0,0,44.16
2282,656,212,5,174,2015,A,RB,70,2017,9253.65,0,0,0,0.0,0,0,0,0,5,8,0,1,1,2,0,0,0,0,0,0.0,0.8,1.2,0,2.0
2283,656,212,5,174,2015,H,RB,70,2017,9260.916667,0,0,0,0.0,0,0,0,0,8,71,1,0,0,0,0,0,0,0,0,0.0,13.1,0.0,0,13.1
2292,19897,262,2,38,2014,A,TE,78,2017,9156.583333,0,0,0,0.0,0,0,0,0,0,0,0,22,15,117,2,0,0,0,0,0.0,0.0,38.7,0,38.7
2293,19897,262,2,38,2014,H,TE,78,2017,9153.708333,0,0,0,0.0,0,0,0,0,0,0,0,35,26,198,1,0,0,0,0,0.0,0.0,51.8,0,51.8
2299,5160,221,0,0,0,A,QB,74,2017,10378.0,0,0,0,0.0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0,-0.1,0.0,0,-0.1
2300,14864,173,5,172,2017,A,WR,67,2017,8229.5,0,0,0,0.0,0,0,0,0,1,4,0,4,1,14,0,21,0,63,0,0.0,0.4,2.4,0,2.8
2301,14864,173,5,172,2017,H,WR,67,2017,8214.9,0,0,0,0.0,0,0,0,0,0,0,0,4,1,0,0,29,0,123,0,0.0,0.0,1.0,0,1.0
2306,18977,240,1,11,2004,A,QB,77,2017,13006.08333,117,192,1519,89.16666667,8,5,7,54,12,-2,0,0,0,0,0,0,0,0,0,91.76,-0.2,0.0,0,91.56
2307,18977,240,1,11,2004,H,QB,77,2017,13019.95,133,204,1429,96.36,12,7,8,46,10,31,0,0,0,0,0,0,0,0,0,107.16,3.1,0.0,0,110.26
2315,7480,167,0,0,0,A,WR,68,2017,9740.166667,0,0,0,0.0,0,0,0,0,2,-2,0,19,16,199,1,0,0,0,0,0.0,-0.2,41.9,0,41.7
2316,7480,167,0,0,0,H,WR,68,2017,9742.1,0,0,0,0.0,0,0,0,0,2,22,0,22,12,127,0,0,0,0,0,0.0,2.2,24.7,0,26.9
